"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000049556" "AABR07071445.1" "miRNA" 115981985 115982072 "ensembl"
"ENSRNOG00000042726" "RGD1560775" "protein_coding" 96436121 96547568 "ensembl"
"ENSRNOG00000037199" "Spink8" "protein_coding" 117906014 117917842 "ensembl"
"ENSRNOG00000008480" "Kcnab3" "protein_coding" 55927223 55933653 "ensembl"
"ENSRNOG00000052052" "AABR07028513.1" "lincRNA" 73142209 73143589 "ensembl"
"ENSRNOG00000057773" "AABR07024700.1" "misc_RNA" 12367470 12367625 "ensembl"
"ENSRNOG00000048100" "AABR07002044.1" "protein_coding" 65292386 65310440 "ensembl"
"ENSRNOG00000037897" "Rps19l2" "protein_coding" 81750928 81756627 "ensembl"
"ENSRNOG00000007853" "Prdm10" "protein_coding" 32452885 32526351 "ensembl"
"ENSRNOG00000036885" "Gbp3" "protein_coding" 248451547 248484100 "ensembl"
"ENSRNOG00000056803" "AABR07044875.1" "lincRNA" 24443373 24445804 "ensembl"
"ENSRNOG00000057477" "AABR07043167.2" "miRNA" 25127827 25127901 "ensembl"
"ENSRNOG00000054770" "Rdh11" "protein_coding" 102356492 102372611 "ensembl"
"ENSRNOG00000017699" "Mill1" "protein_coding" 79631668 79657941 "ensembl"
"ENSRNOG00000049793" "AABR07065631.3" "miRNA" 138245241 138245318 "ensembl"
"ENSRNOG00000035550" "Mir125b1" "miRNA" 45798260 45798346 "ensembl"
"ENSRNOG00000011195" "Prkra" "protein_coding" 63489074 63507926 "ensembl"
"ENSRNOG00000058615" "U6" "snRNA" 197983358 197983464 "ensembl"
"ENSRNOG00000061314" "U7" "snRNA" 40599962 40600022 "ensembl"
"ENSRNOG00000014105" "AC103056.1" "protein_coding" 255801694 255802172 "ensembl"
"ENSRNOG00000053806" "RNaseP_nuc" "ribozyme" 1517886 1518024 "ensembl"
"ENSRNOG00000033487" "AABR07043626.1" "protein_coding" 33130303 33130770 "ensembl"
"ENSRNOG00000055555" "U7" "snRNA" 70466125 70466187 "ensembl"
"ENSRNOG00000051565" "7SK" "misc_RNA" 75730694 75731016 "ensembl"
"ENSRNOG00000036834" "Gpr84" "protein_coding" 144934610 144936803 "ensembl"
"ENSRNOG00000014118" "Klkb1" "protein_coding" 50152008 50175458 "ensembl"
"ENSRNOG00000058197" "AABR07021022.2" "miRNA" 53782382 53782557 "ensembl"
"ENSRNOG00000057204" "AC105648.7" "snoRNA" 13877994 13878073 "ensembl"
"ENSRNOG00000046309" "Gpr68" "protein_coding" 124874151 124876710 "ensembl"
"ENSRNOG00000047796" "Pcbd2" "protein_coding" 8929810 8980571 "ensembl"
"ENSRNOG00000050604" "Olr827" "protein_coding" 148589144 148590127 "ensembl"
"ENSRNOG00000047808" "AABR07017707.1" "protein_coding" 30270740 30271196 "ensembl"
"ENSRNOG00000052193" "AABR07063323.1" "protein_coding" 28557633 28557848 "ensembl"
"ENSRNOG00000001493" "Kptn" "protein_coding" 78015722 78023676 "ensembl"
"ENSRNOG00000018305" "St8sia3" "protein_coding" 59748444 59755226 "ensembl"
"ENSRNOG00000053163" "AABR07050084.1" "snoRNA" 150490192 150490327 "ensembl"
"ENSRNOG00000010712" "Terf2ip" "protein_coding" 44231251 44238404 "ensembl"
"ENSRNOG00000055674" "Gm25876" "snoRNA" 185246813 185246928 "ensembl"
"ENSRNOG00000059688" "AABR07030377.1" "snoRNA" 83253742 83253885 "ensembl"
"ENSRNOG00000013852" "Med20" "protein_coding" 15379385 15393131 "ensembl"
"ENSRNOG00000049416" "Mrgprb13" "protein_coding" 103630249 103631235 "ensembl"
"ENSRNOG00000056353" "U6" "snRNA" 88671642 88671748 "ensembl"
"ENSRNOG00000053454" "7SK" "misc_RNA" 11286528 11286817 "ensembl"
"ENSRNOG00000039783" "AC094217.1" "protein_coding" 31527646 31528083 "ensembl"
"ENSRNOG00000048121" "AABR07029002.2" "protein_coding" 2010648 2037891 "ensembl"
"ENSRNOG00000052593" "AC130391.2" "miRNA" 43632642 43632779 "ensembl"
"ENSRNOG00000047379" "Zfp82" "protein_coding" 14489983 14495208 "ensembl"
"ENSRNOG00000058504" "U6" "snRNA" 57329870 57329973 "ensembl"
"ENSRNOG00000053132" "U6" "snRNA" 142878711 142878816 "ensembl"
"ENSRNOG00000047227" "Olr1293" "protein_coding" 36302001 36302945 "ensembl"
"ENSRNOG00000061565" "AABR07007723.1" "snoRNA" 25747833 25747965 "ensembl"
"ENSRNOG00000059048" "U6" "snRNA" 74989602 74989705 "ensembl"
"ENSRNOG00000018087" "Vim" "protein_coding" 80882666 80891212 "ensembl"
"ENSRNOG00000060612" "Mir295-1" "miRNA" 64536623 64536703 "ensembl"
"ENSRNOG00000049289" "Robo4" "protein_coding" 39083327 39093277 "ensembl"
"ENSRNOG00000055406" "AABR07050701.1" "protein_coding" 66815 67189 "ensembl"
"ENSRNOG00000041613" "AABR07072363.1" "miRNA" 2792088 2792204 "ensembl"
"ENSRNOG00000050589" "5S_rRNA" "rRNA" 1512805 1512922 "ensembl"
"ENSRNOG00000052183" "AABR07063255.1" "snoRNA" 24455124 24455239 "ensembl"
"ENSRNOG00000061428" "Pasd1" "protein_coding" 70002883 70006016 "ensembl"
"ENSRNOG00000059541" "U6" "snRNA" 75898159 75898266 "ensembl"
"ENSRNOG00000035542" "Mir129-2" "miRNA" 83137297 83137393 "ensembl"
"ENSRNOG00000052802" "Aldoa" "protein_coding" 198228387 198233588 "ensembl"
"ENSRNOG00000041330" "AC135310.1" "miRNA" 22011760 22011848 "ensembl"
"ENSRNOG00000061078" "U1" "snRNA" 109990742 109990877 "ensembl"
"ENSRNOG00000056355" "U1" "snRNA" 70504081 70504235 "ensembl"
"ENSRNOG00000017331" "Olr178" "protein_coding" 101268905 101269843 "ensembl"
"ENSRNOG00000052522" "LOC102548867" "lincRNA" 146292849 146300329 "ensembl"
"ENSRNOG00000058680" "U6" "snRNA" 183542213 183542313 "ensembl"
"ENSRNOG00000056120" "AABR07008390.1" "snoRNA" 55499827 55499953 "ensembl"
"ENSRNOG00000059692" "U6" "snRNA" 42296648 42296754 "ensembl"
"ENSRNOG00000038427" "AABR07015812.1" "protein_coding" 78359682 78377825 "ensembl"
"ENSRNOG00000061267" "AABR07052322.1" "lincRNA" 47552534 47554718 "ensembl"
"ENSRNOG00000054199" "U1" "snRNA" 84226248 84226407 "ensembl"
"ENSRNOG00000047611" "Top1" "protein_coding" 156642464 156717686 "ensembl"
"ENSRNOG00000009031" "Gucy2c" "protein_coding" 170659998 170740274 "ensembl"
"ENSRNOG00000062167" "AABR07024534.1" "lincRNA" 3795992 3796567 "ensembl"
"ENSRNOG00000060452" "U4" "snRNA" 55520281 55520424 "ensembl"
"ENSRNOG00000053138" "AABR07068018.1" "snoRNA" 77733333 77733476 "ensembl"
"ENSRNOG00000061141" "U2" "snRNA" 125187441 125187631 "ensembl"
"ENSRNOG00000052302" "AABR07024580.1" "lincRNA" 6689278 6690697 "ensembl"
"ENSRNOG00000027204" "Map6" "protein_coding" 164225934 164292093 "ensembl"
"ENSRNOG00000024221" "Mettl24" "protein_coding" 48586325 48706793 "ensembl"
"ENSRNOG00000026132" "Trdmt1" "protein_coding" 80826846 80860195 "ensembl"
"ENSRNOG00000061769" "AABR07026044.1" "lincRNA" 60771540 60779360 "ensembl"
"ENSRNOG00000052457" "U6" "snRNA" 87158245 87158340 "ensembl"
"ENSRNOG00000052072" "AABR07042891.2" "snoRNA" 14012735 14012862 "ensembl"
"ENSRNOG00000052274" "SNORA70" "snoRNA" 5437972 5438109 "ensembl"
"ENSRNOG00000020351" "Vps4a" "protein_coding" 39229754 39243496 "ensembl"
"ENSRNOG00000054610" "AABR07029220.2" "lincRNA" 16182782 16183487 "ensembl"
"ENSRNOG00000005166" "Nhlh1" "protein_coding" 90437956 90443157 "ensembl"
"ENSRNOG00000048715" "AABR07011500.1" "miRNA" 162745853 162745929 "ensembl"
"ENSRNOG00000055224" "AABR07070161.3" "lincRNA" 55529905 55530336 "ensembl"
"ENSRNOG00000052432" "AABR07016703.1" "snoRNA" 111469550 111469656 "ensembl"
"ENSRNOG00000059881" "AABR07044427.1" "lincRNA" 5790099 5790834 "ensembl"
"ENSRNOG00000041245" "Mir190b" "miRNA" 189421137 189421214 "ensembl"
"ENSRNOG00000058518" "AABR07000521.1" "snoRNA" 16389826 16389966 "ensembl"
"ENSRNOG00000049935" "AABR07062535.1" "protein_coding" 181484100 181486090 "ensembl"
"ENSRNOG00000059748" "hist1h2ail2" "protein_coding" 44794130 44794522 "ensembl"
"ENSRNOG00000009957" "Slc25a13" "protein_coding" 31608269 31730386 "ensembl"
"ENSRNOG00000054998" "AABR07073186.2" "snoRNA" 159232851 159232980 "ensembl"
"ENSRNOG00000051015" "Cd70" "protein_coding" 9842585 9845728 "ensembl"
"ENSRNOG00000031475" "Col16a1" "protein_coding" 148257642 148311645 "ensembl"
"ENSRNOG00000056425" "AABR07058280.1" "miRNA" 108383809 108383909 "ensembl"
"ENSRNOG00000038004" "Zfp804a" "protein_coding" 69549673 69573420 "ensembl"
"ENSRNOG00000009625" "Dpysl2" "protein_coding" 43477629 43542939 "ensembl"
"ENSRNOG00000036568" "AABR07037073.2" "miRNA" 11748624 11748719 "ensembl"
"ENSRNOG00000051863" "AABR07071288.1" "misc_RNA" 107808332 107808418 "ensembl"
"ENSRNOG00000005920" "AABR07054266.1" "pseudogene" 145831012 145831765 "ensembl"
"ENSRNOG00000059234" "7SK" "misc_RNA" 43392095 43392365 "ensembl"
"ENSRNOG00000058971" "AABR07065531.22" "snoRNA" 133778119 133778199 "ensembl"
"ENSRNOG00000059838" "SNORD115" "snoRNA" 116726170 116726255 "ensembl"
"ENSRNOG00000050393" "LOC103694169" "protein_coding" 36290233 36290388 "ensembl"
"ENSRNOG00000046768" "AC135454.2" "miRNA" 22477106 22477175 "ensembl"
"ENSRNOG00000049449" "5S_rRNA" "rRNA" 9541227 9541333 "ensembl"
"ENSRNOG00000009298" "Fbxo44" "protein_coding" 164963433 164971903 "ensembl"
"ENSRNOG00000047791" "AABR07028492.6" "miRNA" 72071019 72071104 "ensembl"
"ENSRNOG00000054015" "U6" "snRNA" 49170433 49170538 "ensembl"
"ENSRNOG00000021619" "Cela3b" "protein_coding" 155763877 155772040 "ensembl"
"ENSRNOG00000055833" "U1" "snRNA" 46482696 46482856 "ensembl"
"ENSRNOG00000047081" "AABR07042514.1" "miRNA" 158589922 158590029 "ensembl"
"ENSRNOG00000003891" "Dio2" "protein_coding" 114476142 114476723 "ensembl"
"ENSRNOG00000018440" "Arfip2" "protein_coding" 170466395 170471076 "ensembl"
"ENSRNOG00000004471" "Polr3h" "protein_coding" 123146249 123156558 "ensembl"
"ENSRNOG00000054149" "AABR07065532.8" "snoRNA" 133798278 133798358 "ensembl"
"ENSRNOG00000053912" "AABR07060493.1" "snoRNA" 76229641 76229769 "ensembl"
"ENSRNOG00000048402" "Igh-6" "protein_coding" 138092131 138093643 "ensembl"
"ENSRNOG00000034530" "5S_rRNA" "rRNA" 33366636 33366752 "ensembl"
"ENSRNOG00000060378" "AABR07049760.2" "lincRNA" 136543579 136545328 "ensembl"
"ENSRNOG00000061286" "U6" "snRNA" 19602697 19602805 "ensembl"
"ENSRNOG00000057572" "Vom1r79" "protein_coding" 87981869 87982729 "ensembl"
"ENSRNOG00000034037" "Zfp266" "protein_coding" 21511839 21523540 "ensembl"
"ENSRNOG00000060555" "AC118858.2" "lincRNA" 51713376 51716850 "ensembl"
"ENSRNOG00000002636" "Abat" "protein_coding" 7093405 7200499 "ensembl"
"ENSRNOG00000061330" "AABR07059227.1" "snoRNA" 10104088 10104215 "ensembl"
"ENSRNOG00000018590" "Drg1" "protein_coding" 83460540 83476568 "ensembl"
"ENSRNOG00000057908" "AABR07032642.1" "lincRNA" 75847168 75848347 "ensembl"
"ENSRNOG00000026048" "Gbf1" "protein_coding" 265904566 266033156 "ensembl"
"ENSRNOG00000052670" "U6" "snRNA" 43086593 43086699 "ensembl"
"ENSRNOG00000056339" "AABR07019432.1" "lincRNA" 105202964 105205751 "ensembl"
"ENSRNOG00000060480" "AABR07052686.1" "lincRNA" 69246493 69267797 "ensembl"
"ENSRNOG00000060657" "AABR07000404.1" "miRNA" 11975022 11975070 "ensembl"
"ENSRNOG00000050237" "AABR07043701.1" "protein_coding" 36152983 36157924 "ensembl"
"ENSRNOG00000054248" "RNaseP_nuc" "ribozyme" 20175318 20175585 "ensembl"
"ENSRNOG00000058432" "AABR07070505.5" "lincRNA" 72734574 72736687 "ensembl"
"ENSRNOG00000058274" "7SK" "misc_RNA" 121506732 121506984 "ensembl"
"ENSRNOG00000048651" "Nrtn" "protein_coding" 10305470 10306597 "ensembl"
"ENSRNOG00000007159" "Ccl2" "protein_coding" 69412017 69413870 "ensembl"
"ENSRNOG00000006980" "Vcpip1" "protein_coding" 9230984 9257934 "ensembl"
"ENSRNOG00000059569" "AC098459.3" "snoRNA" 79173929 79174048 "ensembl"
"ENSRNOG00000032206" "Cntnap5b" "protein_coding" 21678512 22590586 "ensembl"
"ENSRNOG00000027944" "Pnma8a" "protein_coding" 78893271 78895930 "ensembl"
"ENSRNOG00000058890" "AABR07003274.1" "miRNA" 103203719 103203774 "ensembl"
"ENSRNOG00000053461" "U6" "snRNA" 44052216 44052321 "ensembl"
"ENSRNOG00000053326" "U6" "snRNA" 65514698 65514789 "ensembl"
"ENSRNOG00000014532" "Lbp" "protein_coding" 154786215 154813464 "ensembl"
"ENSRNOG00000033278" "AABR07051996.1" "protein_coding" 31802999 31803292 "ensembl"
"ENSRNOG00000060035" "AC128500.1" "snoRNA" 88049762 88049893 "ensembl"
"ENSRNOG00000049858" "Hoxa7" "protein_coding" 82270214 82271893 "ensembl"
"ENSRNOG00000059094" "U6" "snRNA" 83170344 83170446 "ensembl"
"ENSRNOG00000018774" "LOC100911847" "protein_coding" 56044369 56047316 "ensembl"
"ENSRNOG00000001816" "Rfc4" "protein_coding" 81358592 81373043 "ensembl"
"ENSRNOG00000013930" "Rnf4" "protein_coding" 81660354 81679082 "ensembl"
"ENSRNOG00000008872" "Tmem68" "protein_coding" 16382538 16413307 "ensembl"
"ENSRNOG00000018986" "Fbxl19" "protein_coding" 199196059 199216391 "ensembl"
"ENSRNOG00000031675" "Panx3" "protein_coding" 40126342 40137390 "ensembl"
"ENSRNOG00000058105" "Hbb" "protein_coding" 168971274 168972725 "ensembl"
"ENSRNOG00000053573" "7SK" "misc_RNA" 51028971 51029170 "ensembl"
"ENSRNOG00000036268" "Mir362" "miRNA" 16117170 16117234 "ensembl"
"ENSRNOG00000046897" "Atrx" "protein_coding" 76692970 76708878 "ensembl"
"ENSRNOG00000061758" "AABR07027501.2" "snoRNA" 34434954 34435053 "ensembl"
"ENSRNOG00000055971" "AABR07000544.1" "lincRNA" 17432106 17432481 "ensembl"
"ENSRNOG00000033543" "Olr442" "protein_coding" 72817896 72818843 "ensembl"
"ENSRNOG00000014739" "Wfdc2" "protein_coding" 161018511 161024209 "ensembl"
"ENSRNOG00000057567" "AABR07065531.19" "snoRNA" 133795966 133796051 "ensembl"
"ENSRNOG00000058765" "AABR07049520.1" "lincRNA" 125567172 125571486 "ensembl"
"ENSRNOG00000018040" "Gins4" "protein_coding" 73584521 73596793 "ensembl"
"ENSRNOG00000008673" "Arpc3" "protein_coding" 39653953 39667849 "ensembl"
"ENSRNOG00000017181" "Malt1" "protein_coding" 61109069 61162445 "ensembl"
"ENSRNOG00000023309" "Anks6" "protein_coding" 62640645 62683964 "ensembl"
"ENSRNOG00000055836" "AABR07000402.1" "miRNA" 11974142 11974190 "ensembl"
"ENSRNOG00000058637" "AABR07003304.2" "lincRNA" 104282029 104352990 "ensembl"
"ENSRNOG00000003809" "Sat1" "protein_coding" 43625169 43629765 "ensembl"
"ENSRNOG00000005749" "Foxred2" "protein_coding" 119170181 119185238 "ensembl"
"ENSRNOG00000055171" "AABR07048040.1" "lincRNA" 58022385 58031868 "ensembl"
"ENSRNOG00000059467" "AABR07033564.2" "lincRNA" 27598719 27611811 "ensembl"
"ENSRNOG00000054855" "AABR07014855.1" "lincRNA" 33960443 33961685 "ensembl"
"ENSRNOG00000053247" "Snx21" "protein_coding" 161252723 161264818 "ensembl"
"ENSRNOG00000058523" "AABR07020952.1" "lincRNA" 48379044 48380805 "ensembl"
"ENSRNOG00000042255" "Efcab3" "protein_coding" 93305969 93332702 "ensembl"
"ENSRNOG00000054852" "AABR07031762.1" "lincRNA" 33142195 33156047 "ensembl"
"ENSRNOG00000012835" "Espl1" "protein_coding" 143897014 143923868 "ensembl"
"ENSRNOG00000058280" "AABR07003167.2" "lincRNA" 97084107 97090153 "ensembl"
"ENSRNOG00000017867" "RGD1561415" "protein_coding" 37675113 37677073 "ensembl"
"ENSRNOG00000061041" "AABR07065387.1" "lincRNA" 125276633 125306561 "ensembl"
"ENSRNOG00000012847" "Scgb1c1" "protein_coding" 213595240 213596459 "ensembl"
"ENSRNOG00000029427" "Grhl3" "protein_coding" 153893039 153924896 "ensembl"
"ENSRNOG00000046617" "LOC103690149" "protein_coding" 17602281 17625197 "ensembl"
"ENSRNOG00000052566" "LOC108352926" "lincRNA" 34097260 34100567 "ensembl"
"ENSRNOG00000024975" "Atp8b3" "protein_coding" 12043794 12063650 "ensembl"
"ENSRNOG00000008501" "AABR07052130.1" "protein_coding" 38280489 38281150 "ensembl"
"ENSRNOG00000007118" "Eva1a" "protein_coding" 112773938 112823659 "ensembl"
"ENSRNOG00000060189" "AABR07018342.1" "lincRNA" 53092896 53096258 "ensembl"
"ENSRNOG00000004473" "Ppargc1a" "protein_coding" 63095720 63187009 "ensembl"
"ENSRNOG00000061436" "AABR07026778.1" "lincRNA" 445236 449347 "ensembl"
"ENSRNOG00000014231" "Pnoc" "protein_coding" 48805228 48833285 "ensembl"
"ENSRNOG00000015259" "Pth2r" "protein_coding" 72052966 72157773 "ensembl"
"ENSRNOG00000052351" "AABR07019269.1" "lincRNA" 97396685 97420593 "ensembl"
"ENSRNOG00000060925" "AABR07072106.1" "lincRNA" 38050117 38054327 "ensembl"
"ENSRNOG00000029792" "NEWGENE_1308171" "protein_coding" 14607442 14627937 "ensembl"
"ENSRNOG00000009905" "RGD1559683" "protein_coding" 27305402 27323992 "ensembl"
"ENSRNOG00000009255" "Timm29" "protein_coding" 22625874 22628843 "ensembl"
"ENSRNOG00000017445" "Tubb2b" "protein_coding" 31441630 31482759 "ensembl"
"ENSRNOG00000059585" "LOC103692343" "lincRNA" 95711788 95718940 "ensembl"
"ENSRNOG00000055750" "AABR07044717.1" "lincRNA" 18248160 18258636 "ensembl"
"ENSRNOG00000049604" "Mvk" "protein_coding" 47904719 47919400 "ensembl"
"ENSRNOG00000014029" "Klhl13" "protein_coding" 121578940 121731543 "ensembl"
"ENSRNOG00000060901" "AABR07007875.1" "lincRNA" 32310059 32310555 "ensembl"
"ENSRNOG00000037087" "LOC108351584" "protein_coding" 127081426 127081704 "ensembl"
"ENSRNOG00000018042" "Mrpl48" "protein_coding" 165563788 165606375 "ensembl"
"ENSRNOG00000061821" "AC109891.1" "lincRNA" 2679228 2688967 "ensembl"
"ENSRNOG00000001621" "C2cd2" "protein_coding" 38357424 38420119 "ensembl"
"ENSRNOG00000042781" "Ropn1l" "protein_coding" 84520421 84531342 "ensembl"
"ENSRNOG00000026196" "Lrrd1" "protein_coding" 27404663 27426179 "ensembl"
"ENSRNOG00000060882" "AABR07036010.3" "lincRNA" 30502006 30510053 "ensembl"
"ENSRNOG00000055923" "AABR07045786.1" "protein_coding" 19163 20786 "ensembl"
"ENSRNOG00000037406" "RGD1564171" "protein_coding" 189413966 189417000 "ensembl"
"ENSRNOG00000005853" "Tacr1" "protein_coding" 113247795 113414504 "ensembl"
"ENSRNOG00000002217" "Plac8" "protein_coding" 10692764 10714524 "ensembl"
"ENSRNOG00000057802" "AABR07036304.1" "lincRNA" 37106426 37117640 "ensembl"
"ENSRNOG00000054139" "LOC100911132" "protein_coding" 122 2446 "ensembl"
"ENSRNOG00000020646" "Sdhaf2" "protein_coding" 226547531 226572349 "ensembl"
"ENSRNOG00000028050" "Rhox13" "protein_coding" 124268129 124274157 "ensembl"
"ENSRNOG00000009376" "Olr440" "pseudogene" 72786381 72787325 "ensembl"
"ENSRNOG00000050117" "AABR07047899.1" "protein_coding" 52653327 52767592 "ensembl"
"ENSRNOG00000011478" "Ackr4" "protein_coding" 112644222 112648880 "ensembl"
"ENSRNOG00000058484" "Anp32a" "protein_coding" 1946 8593 "ensembl"
"ENSRNOG00000028821" "LOC498460" "protein_coding" 18516184 18521161 "ensembl"
"ENSRNOG00000004699" "Fibin" "protein_coding" 101545208 101547478 "ensembl"
"ENSRNOG00000015987" "Rap1gds1" "protein_coding" 244258550 244370983 "ensembl"
"ENSRNOG00000051784" "Apoc1" "protein_coding" 10857 11406 "ensembl"
"ENSRNOG00000006394" "Tbc1d10a" "protein_coding" 84417320 84445034 "ensembl"
"ENSRNOG00000030184" "P22k15" "protein_coding" 143426004 143778353 "ensembl"
"ENSRNOG00000037467" "Ffar3" "protein_coding" 89302039 89303968 "ensembl"
"ENSRNOG00000016133" "Sumo1" "protein_coding" 66453438 66483614 "ensembl"
"ENSRNOG00000022632" "Taf7l2" "protein_coding" 59138768 59139910 "ensembl"
"ENSRNOG00000016780" "RGD1310951" "protein_coding" 76860515 76997951 "ensembl"
"ENSRNOG00000060087" "Adra1b" "protein_coding" 29392762 29450644 "ensembl"
"ENSRNOG00000030269" "Atp2b2" "protein_coding" 145703046 146016325 "ensembl"
"ENSRNOG00000039892" "Olr1185" "protein_coding" 21163998 21164966 "ensembl"
"ENSRNOG00000040007" "LOC102546495" "protein_coding" 5319916 5324130 "ensembl"
"ENSRNOG00000043076" "AABR07025328.1" "processed_pseudogene" 33942711 33942983 "ensembl"
"ENSRNOG00000008512" "Btf3l4" "protein_coding" 128432433 128446725 "ensembl"
"ENSRNOG00000021441" "Reln" "protein_coding" 9347528 9773670 "ensembl"
"ENSRNOG00000042961" "Ormdl1" "protein_coding" 53111371 53118613 "ensembl"
"ENSRNOG00000056798" "LOC102551071" "processed_pseudogene" 6456251 6456706 "ensembl"
"ENSRNOG00000023299" "Hfm1" "protein_coding" 3882398 3960909 "ensembl"
"ENSRNOG00000058400" "AABR07054167.1" "protein_coding" 143642267 143655864 "ensembl"
"ENSRNOG00000000098" "Rnf115" "protein_coding" 198852500 198919995 "ensembl"
"ENSRNOG00000051598" "AABR07013583.1" "pseudogene" 244926294 244931817 "ensembl"
"ENSRNOG00000002053" "Fras1" "protein_coding" 14439082 14689554 "ensembl"
"ENSRNOG00000021510" "Tbc1d10c" "protein_coding" 219431997 219438779 "ensembl"
"ENSRNOG00000014953" "Fbxo39" "protein_coding" 58875826 58878445 "ensembl"
"ENSRNOG00000022899" "Cdk15" "protein_coding" 66058047 66148087 "ensembl"
"ENSRNOG00000001796" "Dgkg" "protein_coding" 81972219 82163165 "ensembl"
"ENSRNOG00000058904" "Tex13b" "protein_coding" 112154759 112159458 "ensembl"
"ENSRNOG00000016968" "Gramd4" "protein_coding" 126939925 127013486 "ensembl"
"ENSRNOG00000010643" "Kank2" "protein_coding" 22791995 22821397 "ensembl"
"ENSRNOG00000006947" "Pdhx" "protein_coding" 92909725 92969050 "ensembl"
"ENSRNOG00000039928" "AABR07020786.1" "protein_coding" 40300039 40301120 "ensembl"
"ENSRNOG00000008301" "Tagln2" "protein_coding" 90807199 90814119 "ensembl"
"ENSRNOG00000014629" "Lmo1" "protein_coding" 173728184 173764250 "ensembl"
"ENSRNOG00000039861" "LOC690617" "protein_coding" 11215328 11217090 "ensembl"
"ENSRNOG00000019494" "Psmb10" "protein_coding" 37909546 37912027 "ensembl"
"ENSRNOG00000046999" "Olr159" "protein_coding" 169645330 169646295 "ensembl"
